,,0,1,2,3,4
100,0,2624.857378840993,0.01732901318694954,0.54407179971658,0.0,521.7299711687683
100,1,1056.6967630844504,0.009884326899988844,0.8328767123287671,0.0,208.89725148960503
100,2,4114.446427224389,0.15226983992097357,0.4265470004723666,0.0,817.7443980127874
100,3,1545.4384655312417,0.015717672666545453,0.8246575342465754,0.0,298.0352526702079
100,4,2726.69754211775,0.06816952979835544,0.6657534246575343,0.0,520.1125414786468
100,5,4147.396797255516,0.1077572395005528,0.461502125649504,0.0,823.8750587235113
100,6,2459.3112444499197,0.12277716199927687,0.5800661313179027,0.0,486.66657720825674
100,7,4160.245033709314,0.2457406116917735,0.4090694378837978,0.0,826.644358667049
100,8,1224.9340902667584,0.076076521407688,0.7414265470004724,0.0,239.84685445078387
100,9,4170.19170218849,0.15059310323289107,0.4145488899385924,0.0,828.4821418063591
100,10,2927.214307764463,0.05248867838241062,0.4786962683042041,0.0,581.1519192066369
100,11,4113.867956352218,0.2552964744446313,0.42664147378365613,0.0,817.7555900858146
200,0,1545.4384655312417,0.015717672666545453,0.8246575342465754,0.0,298.0352526702079
200,1,2726.69754211775,0.06816952979835544,0.6657534246575343,0.0,520.1125414786468
200,2,2459.3112444499197,0.12277716199927687,0.5800661313179027,0.0,486.66657720825674
200,3,4160.245033709314,0.2457406116917735,0.4090694378837978,0.0,826.644358667049
200,4,1224.9340902667584,0.076076521407688,0.7414265470004724,0.0,239.84685445078387
200,5,4170.19170218849,0.15059310323289107,0.4145488899385924,0.0,828.4821418063591
200,6,4113.867956352218,0.2552964744446313,0.42664147378365613,0.0,817.7555900858146
200,7,4117.5565957549525,0.2130437511233892,0.4273027869626831,0.0,818.4558519918222
200,8,4172.100347457903,0.11400603485926819,0.4150212564950402,0.0,828.9104274981377
200,9,1726.069798126349,0.07737245732552991,0.6986301369863014,0.0,340.56245531851056
200,10,1116.3959805589534,0.006035093848166769,0.8328767123287671,0.0,220.84552524155745
200,11,2984.2671727032402,0.06391959641291334,0.5736419461502126,0.0,594.2052442649574
200,12,4161.403497973275,0.16838369473106515,0.46065186584789797,0.0,826.7095462480431
200,13,2834.8657797248143,0.05046903790223311,0.5982994803967879,0.0,549.7897740134607
300,0,1545.4384655312417,0.015717672666545453,0.8246575342465754,0.0,298.0352526702079
300,1,2726.69754211775,0.06816952979835544,0.6657534246575343,0.0,520.1125414786468
300,2,2459.3112444499197,0.12277716199927687,0.5800661313179027,0.0,486.66657720825674
300,3,4160.245033709314,0.2457406116917735,0.4090694378837978,0.0,826.644358667049
300,4,1224.9340902667584,0.076076521407688,0.7414265470004724,0.0,239.84685445078387
300,5,4170.19170218849,0.15059310323289107,0.4145488899385924,0.0,828.4821418063591
300,6,4113.867956352218,0.2552964744446313,0.42664147378365613,0.0,817.7555900858146
300,7,4117.5565957549525,0.2130437511233892,0.4273027869626831,0.0,818.4558519918222
300,8,4172.100347457903,0.11400603485926819,0.4150212564950402,0.0,828.9104274981377
300,9,1726.069798126349,0.07737245732552991,0.6986301369863014,0.0,340.56245531851056
300,10,1116.3959805589534,0.006035093848166769,0.8328767123287671,0.0,220.84552524155745
300,11,2984.2671727032402,0.06391959641291334,0.5736419461502126,0.0,594.2052442649574
300,12,4161.403497973275,0.16838369473106515,0.46065186584789797,0.0,826.7095462480431
300,13,2834.8657797248143,0.05046903790223311,0.5982994803967879,0.0,549.7897740134607
300,14,4460.8215828753155,0.19351346679287376,0.4046291922531885,0.0,886.7604459914044
300,15,4109.125208891493,0.30001119515308544,0.4273972602739726,0.0,816.8379781508913
300,16,2779.8506321956706,0.03805426366140721,0.6105810108644307,0.0,534.4152653027179
300,17,998.5366299713778,0.18210281178717527,0.8328767123287671,0.0,189.14359134900073
400,0,1545.4384655312417,0.015717672666545453,0.8246575342465754,0.0,298.0352526702079
400,1,2726.69754211775,0.06816952979835544,0.6657534246575343,0.0,520.1125414786468
400,2,2459.3112444499197,0.12277716199927687,0.5800661313179027,0.0,486.66657720825674
400,3,1224.9340902667584,0.076076521407688,0.7414265470004724,0.0,239.84685445078387
400,4,4170.19170218849,0.15059310323289107,0.4145488899385924,0.0,828.4821418063591
400,5,4113.867956352218,0.2552964744446313,0.42664147378365613,0.0,817.7555900858146
400,6,4172.100347457903,0.11400603485926819,0.4150212564950402,0.0,828.9104274981377
400,7,1726.069798126349,0.07737245732552991,0.6986301369863014,0.0,340.56245531851056
400,8,1116.3959805589534,0.006035093848166769,0.8328767123287671,0.0,220.84552524155745
400,9,2984.2671727032402,0.06391959641291334,0.5736419461502126,0.0,594.2052442649574
400,10,2834.8657797248143,0.05046903790223311,0.5982994803967879,0.0,549.7897740134607
400,11,4460.8215828753155,0.19351346679287376,0.4046291922531885,0.0,886.7604459914044
400,12,4109.125208891493,0.30001119515308544,0.4273972602739726,0.0,816.8379781508913
400,13,2779.8506321956706,0.03805426366140721,0.6105810108644307,0.0,534.4152653027179
400,14,998.5366299713778,0.18210281178717527,0.8328767123287671,0.0,189.14359134900073
400,15,4164.434211016379,0.11801348757704229,0.45309400094473307,0.0,827.1803774596434
400,16,4162.778344919143,0.2497416617706735,0.46235238545111,0.0,826.989354266277
400,17,4168.242716231262,0.17112398468886883,0.43372697213037315,0.0,828.2518985801927
400,18,1646.5076541350168,0.021206258423441916,0.8191780821917808,0.0,317.66112237411676
400,19,4182.7322962751505,0.14201699709109866,0.452054794520548,0.0,825.1934619054974
400,20,3404.776090341781,0.0665218844423694,0.5459612659423713,0.0,666.0421268948382
500,0,1224.9340902667584,0.076076521407688,0.7414265470004724,0.0,239.84685445078387
500,1,1116.3959805589534,0.006035093848166769,0.8328767123287671,0.0,220.84552524155745
500,2,2834.8657797248143,0.05046903790223311,0.5982994803967879,0.0,549.7897740134607
500,3,4460.8215828753155,0.19351346679287376,0.4046291922531885,0.0,886.7604459914044
500,4,4109.125208891493,0.30001119515308544,0.4273972602739726,0.0,816.8379781508913
500,5,998.5366299713778,0.18210281178717527,0.8328767123287671,0.0,189.14359134900073
500,6,4162.778344919143,0.2497416617706735,0.46235238545111,0.0,826.989354266277
500,7,1646.5076541350168,0.021206258423441916,0.8191780821917808,0.0,317.66112237411676
500,8,4182.7322962751505,0.14201699709109866,0.452054794520548,0.0,825.1934619054974
500,9,2347.2158139792095,0.029491840753150027,0.6986301369863014,0.0,450.7452535632221
500,10,4170.140314128538,0.1528981917490209,0.46065186584789797,0.0,828.4928714767171
500,11,4116.370963735236,0.26212175254913245,0.42692489371752484,0.0,818.2460875766266
500,12,4165.468139882433,0.24722768105127574,0.4200283419933869,0.0,827.3154880404367
500,13,3202.208595640289,0.061928053638132204,0.5789324515824279,0.0,625.3950691233429
500,14,2840.9927322461936,0.1707243538597195,0.6657534246575343,0.0,540.9506498337017
500,15,3620.7839358025335,0.08507482388388529,0.5424657534246575,0.0,704.9416518732115
500,16,4172.616034853497,0.15235229957285637,0.4140765233821445,0.0,828.9611075129661
500,17,1577.1635412204491,0.028605010876558326,0.821917808219178,0.0,304.17337511775423
500,18,4156.577385796598,0.2834629463906184,0.4111478507321682,0.0,826.0283602176562
500,19,2331.7644100703487,0.07832291392263992,0.7123287671232876,0.0,447.1820276464845
600,0,4460.8215828753155,0.19351346679287376,0.4046291922531885,0.0,886.7604459914044
600,1,998.5366299713778,0.18210281178717527,0.8328767123287671,0.0,189.14359134900073
600,2,4162.778344919143,0.2497416617706735,0.46235238545111,0.0,826.989354266277
600,3,1646.5076541350168,0.021206258423441916,0.8191780821917808,0.0,317.66112237411676
600,4,4182.7322962751505,0.14201699709109866,0.452054794520548,0.0,825.1934619054974
600,5,2347.2158139792095,0.029491840753150027,0.6986301369863014,0.0,450.7452535632221
600,6,4170.140314128538,0.1528981917490209,0.46065186584789797,0.0,828.4928714767171
600,7,3202.208595640289,0.061928053638132204,0.5789324515824279,0.0,625.3950691233429
600,8,2840.9927322461936,0.1707243538597195,0.6657534246575343,0.0,540.9506498337017
600,9,3620.7839358025335,0.08507482388388529,0.5424657534246575,0.0,704.9416518732115
600,10,4156.577385796598,0.2834629463906184,0.4111478507321682,0.0,826.0283602176562
600,11,2331.7644100703487,0.07832291392263992,0.7123287671232876,0.0,447.1820276464845
600,12,1716.0725840964703,0.04288926438854011,0.7205479452054795,0.0,336.44063561196054
600,13,4183.971779561745,0.0886603729013445,0.4594237128011337,0.0,830.8121876236459
600,14,1325.0534318715222,0.10782998408905053,0.8328767123287671,0.0,254.84272841602368
600,15,2907.1911293352296,0.08568497303601806,0.6246575342465753,0.0,562.444513998353
600,16,4193.270760513219,0.22749501896806373,0.42569674067076047,0.0,833.0632314603229
600,17,1589.4623228863106,0.019001737505312415,0.821917808219178,0.0,306.51694314604043
600,18,4108.983393363777,0.3587945588921468,0.42673594709494567,0.0,816.876249157525
600,19,4154.936624272214,0.3196309968205508,0.42560226735947093,0.0,825.3579940862061
700,0,4460.8215828753155,0.19351346679287376,0.4046291922531885,0.0,886.7604459914044
700,1,1646.5076541350168,0.021206258423441916,0.8191780821917808,0.0,317.66112237411676
700,2,4182.7322962751505,0.14201699709109866,0.452054794520548,0.0,825.1934619054974
700,3,2347.2158139792095,0.029491840753150027,0.6986301369863014,0.0,450.7452535632221
700,4,3202.208595640289,0.061928053638132204,0.5789324515824279,0.0,625.3950691233429
700,5,3620.7839358025335,0.08507482388388529,0.5424657534246575,0.0,704.9416518732115
700,6,2331.7644100703487,0.07832291392263992,0.7123287671232876,0.0,447.1820276464845
700,7,4183.971779561745,0.0886603729013445,0.4594237128011337,0.0,830.8121876236459
700,8,1325.0534318715222,0.10782998408905053,0.8328767123287671,0.0,254.84272841602368
700,9,4193.270760513219,0.22749501896806373,0.42569674067076047,0.0,833.0632314603229
700,10,1589.4623228863106,0.019001737505312415,0.821917808219178,0.0,306.51694314604043
700,11,4108.983393363777,0.3587945588921468,0.42673594709494567,0.0,816.876249157525
700,12,4154.936624272214,0.3196309968205508,0.42560226735947093,0.0,825.3579940862061
700,13,1806.132034696246,0.03188101316482806,0.8082191780821918,0.0,348.7839898510613
700,14,3265.4043223705407,0.05489750699914492,0.5679735474728389,0.0,638.4293985134477
700,15,3367.6366643580004,0.056088941036962374,0.5534246575342465,0.0,652.6179660943425
700,16,4183.080792318088,0.07857511777722759,0.4437411431270666,0.0,831.1369007057904
700,17,4172.742915727069,0.23905837098741292,0.46291922531884744,0.0,829.0392783453967
700,18,4161.781510201085,0.3081825039712643,0.41228153046764293,0.0,827.0027164118609
700,19,3002.1924975622487,0.1528135451888609,0.6657534246575343,0.0,578.4492786650035
700,20,1067.308829740395,0.18671282057045235,0.8328767123287671,0.0,199.88392653169097
700,21,2341.140812400252,0.06372179111621154,0.6986301369863014,0.0,448.7771553249642
700,22,3024.0784899788673,0.04422864915964791,0.6273972602739726,0.0,592.9379061759788
700,23,2416.839108425003,0.0413349398676363,0.6888049126121871,0.0,470.1812183132332
