hydropowerAk,irrigation,environment,floodcontrol,hydropowerKp
4468.328891941932,0.3891719152560999,0.39385923476617857,0.0,884.6733091302591
4472.595113197944,0.4729278074254657,0.3890410958904109,0.0,885.3358046364777
4476.304685338889,0.6068324341728698,0.3945205479452055,0.0,882.0530074756052
4465.602967886039,0.15894654104740097,0.402361832782239,0.0,888.1334046763259
4467.1477950648605,0.21065891824512836,0.42305148795465286,0.0,886.4612400772303
4478.869501201088,0.22911701520898056,0.3780821917808219,0.0,890.0642548446789
4481.411172344558,0.11420842757497926,0.40273972602739727,0.0,890.1582946822801
4472.6821653910965,0.6734161429622278,0.3945205479452055,0.0,880.1261204659502
4446.264404374701,0.6092241432297903,0.4602739726027397,0.0,875.8976411647409
4042.9629936418437,0.46901686972389856,0.5506849315068494,0.0,789.0543835832051
4470.077930416244,0.09853839018325898,0.4219178082191781,0.0,888.5225059176515
4224.79805564142,0.6362809557849501,0.5123287671232877,0.0,825.8894868887362
4187.933242693589,0.8043149301315249,0.5205479452054795,0.0,815.0073470974465
4470.682588326336,0.8041830161896684,0.4438356164383561,0.0,877.9765620012586
4021.8712412776117,0.21094726971505823,0.5506849315068494,0.0,789.6300811634233
3906.815700231301,0.4061620687287634,0.5726027397260274,0.0,760.551086729029
4471.309564674335,0.6133219854152321,0.44109589041095887,0.0,881.2440526808358
4123.585318596272,0.6516744891497669,0.5315068493150685,0.0,803.5828336431462
4210.318804835453,0.4579819237762907,0.5123287671232877,0.0,827.1032102710644
4471.413919890287,0.7632646942458039,0.44109589041095887,0.0,878.9535735302069
4470.826441265936,0.3614710190749657,0.38630136986301367,0.0,888.1246963321234
4465.8732062928875,0.2702106745459388,0.4020784128483703,0.0,887.9048177669767
3627.1304050318936,0.7125873946044748,0.6301369863013699,0.0,694.9485745336439
3573.9108527963144,0.708315777939376,0.6410958904109589,0.0,683.6982333585951
4212.866652946386,0.2545706984324956,0.5123287671232877,0.0,829.8480656608683
4129.704096666049,0.6020418785531736,0.5315068493150685,0.0,805.4583070085937
4465.032983982376,0.6637853612931165,0.452054794520548,0.0,879.0574856637686
4326.6484754666335,0.45523727531156716,0.4904109589041096,0.0,851.5167234453947
4467.346775397754,0.35684666113242897,0.42380727444496935,0.0,885.2265865584563
4133.360982792403,0.40596151876042924,0.5342465753424658,0.0,809.607432842577
4478.608751643601,0.3310822291670267,0.39178082191780816,0.0,889.9779320341278
3903.542848193471,0.3726534982407064,0.5726027397260274,0.0,761.3235830158047
2873.8644575554285,0.7343246061790201,0.7643835616438356,0.0,541.812954351299
4478.14650952826,0.32109285725771797,0.3890410958904109,0.0,890.0022153184592
3574.0570803414557,0.727688914510987,0.6410958904109589,0.0,683.2965425191516
3626.8838814876854,0.684126726006447,0.6301369863013699,0.0,695.5696477585337
4472.708403923596,0.5165770389712061,0.44109589041095887,0.0,883.7340882211038
3910.214092895662,0.33389016591225995,0.5726027397260274,0.0,762.6197849458758
3097.820787385939,0.6503713986340555,0.7123287671232876,0.0,591.4236510951556
3729.1804849366167,0.3506881520375875,0.6109589041095891,0.0,725.6546159131201
4475.8717143035165,0.8186373368380151,0.4164383561643835,0.0,877.6713807759296
3994.6027735675684,0.6930317293295686,0.5616438356164384,0.0,774.0821755157372
3994.02470290967,0.5779411685481284,0.5616438356164384,0.0,775.7727716189041
3738.704910092618,0.5413655597552071,0.6109589041095891,0.0,723.0542940609457
4188.098979666493,0.5352054669056029,0.5205479452054795,0.0,818.8200697001887
4334.155800859744,0.559520306839116,0.4904109589041096,0.0,851.421698163509
4197.656072484492,0.7825019098835103,0.5205479452054795,0.0,816.9393220978723
3693.1155436238687,0.7328438469706302,0.6219178082191781,0.0,707.8220866051427
3098.1448817572914,0.6582087631371616,0.715068493150685,0.0,590.9778715505724
2635.7893487163856,0.8249332183641237,0.810958904109589,0.0,493.7835188921379
4450.066395465591,0.08606734155996945,0.4301369863013699,0.0,884.1080471072113
4040.8713182275374,0.7670052566472952,0.5506849315068494,0.0,784.3113282969825
4073.1237325015063,0.6056705771626587,0.5424657534246575,0.0,794.7106006519663
4129.553642825521,0.5971359453194193,0.5342465753424658,0.0,805.7664777010774
4073.669243595785,0.6081268601646862,0.5452054794520548,0.0,794.4991106631277
4474.4012243798325,0.7407772763047332,0.4164383561643835,0.0,878.9275682762956
3904.917049510214,0.8254556549024185,0.5808219178082192,0.0,752.667954282953
3789.517153710943,0.8101980197348648,0.6027397260273972,0.0,727.8003230314511
4084.189660116893,0.38736136379453273,0.5424657534246575,0.0,799.4676055507193
3787.2034672915743,0.5943492776652186,0.6027397260273972,0.0,731.110202677602
4414.184760922371,0.7181154288063839,0.4712328767123287,0.0,866.7593593616959
2987.4500236780063,0.7960735830632067,0.7424657534246575,0.0,564.1612312568299
2750.83333055507,0.8215990449211994,0.7835616438356164,0.0,515.0324279361403
2802.883261971026,0.8517183714364285,0.7726027397260273,0.0,526.6242816412956
4004.8208075616476,0.8527116102833209,0.5616438356164384,0.0,772.8667868284484
4053.3064120718614,0.7237614368621029,0.5506849315068494,0.0,786.7197568465373
3730.0199976537633,0.36437888288835696,0.6109589041095891,0.0,725.3072800421503
3748.991115898017,0.6997364557265857,0.6109589041095891,0.0,721.1128787287013
2719.0181187137905,0.8370891145963562,0.7917808219178082,0.0,508.45976736084174
3996.3063731938405,0.7161849472991659,0.5616438356164384,0.0,773.9425123321488
3562.2927397321578,0.27806923609105405,0.6410958904109589,0.0,690.5145320075492
3849.0782141698764,0.5839231331576636,0.5917808219178082,0.0,744.5175385849186
3781.2949244112997,0.6180789733751075,0.6027397260273972,0.0,729.3827407417809
3286.7514000173705,0.8611536078504667,0.673972602739726,0.0,623.3404800243039
4050.291529302495,0.6136268530820521,0.5506849315068494,0.0,788.2555534431542
4127.490975382561,0.5780652134280889,0.536986301369863,0.0,806.6420097316783
4135.501578207796,0.8010997899429153,0.5342465753424658,0.0,803.191357333307
4463.190228917884,0.7892229850186746,0.4547945205479452,0.0,876.3540043474411
3902.4359076393494,0.8501953406298396,0.5808219178082192,0.0,751.023289626963
3999.4580789084125,0.4065564102014502,0.5616438356164384,0.0,780.2332332687852
3150.0514702245305,0.7444184118882151,0.7013698630136986,0.0,598.5677976538747
4464.994358779038,0.7431930557559842,0.4547945205479452,0.0,877.5605664029865
4284.9037942735295,0.768548859759912,0.5013698630136987,0.0,838.1258090879205
3573.623958710458,0.6786371779889111,0.6410958904109589,0.0,684.0858931389315
2745.070655038493,0.8003955379358034,0.7835616438356164,0.0,516.4657977414023
4285.725875410748,0.8461041305533034,0.5013698630136987,0.0,835.880033599301
2571.504031918192,0.8684194865601167,0.810958904109589,0.0,478.6926184756477
3583.9103231841505,0.8543487066738428,0.6410958904109589,0.0,682.3524374028549
3748.038838156749,0.7000484181460592,0.6109589041095891,0.0,720.8956716347267
4089.036582706088,0.5619918133743238,0.5424657534246575,0.0,798.8528980373031
3792.518346368996,0.8308331449832691,0.6027397260273972,0.0,727.4322043479256
2687.6931384721374,0.8612616124818303,0.7917808219178082,0.0,501.82175347637514
4405.482253085641,0.5769450767847795,0.4712328767123287,0.0,867.2168725315851
3663.8650349736427,0.6108853198191964,0.6301369863013699,0.0,704.0678604202661
3541.235332609886,0.7711660422850686,0.6520547945205479,0.0,675.96831789101
4417.500141593576,0.8393124797772212,0.4712328767123287,0.0,865.8411223225626
4414.7476743849065,0.7561917100325961,0.4712328767123287,0.0,866.2188561797249
3575.625185341314,0.7644882151941823,0.6438356164383562,0.0,682.9918043493992
2568.561838604841,0.8558540113073612,0.8164383561643835,0.0,479.5061631596901
3540.593589650455,0.8176557670480548,0.6520547945205479,0.0,674.2923121685114
3500.4669384683493,0.7740005363764141,0.6602739726027398,0.0,666.9494539363614
3308.2993726275504,0.7793145838136838,0.6712328767123288,0.0,628.7200314477664
2743.299372926488,0.8594971219659061,0.7808219178082192,0.0,514.6610240559407
3880.47620136701,0.9001700605119815,0.5726027397260274,0.0,744.6633377581555
3745.26550712923,0.8130877061590671,0.6109589041095891,0.0,718.4314229810484
3034.8273719064114,0.8068000036768037,0.7342465753424657,0.0,573.4533128241018
3681.6990512378875,0.8606978886663531,0.6219178082191781,0.0,701.842190611493
3218.464716784799,0.8588779839063521,0.6904109589041096,0.0,607.7366239485978
2870.079668599405,0.8006289284221754,0.7643835616438356,0.0,542.7520736935745
2843.071384947153,0.800312946288179,0.7726027397260273,0.0,534.9408678807478
3266.364738920892,0.800534112425142,0.6821917808219178,0.0,621.5208227438991
3024.248160146681,0.8004993888928502,0.7342465753424657,0.0,574.132087479347
3634.5910970575687,0.8691063210290223,0.6301369863013699,0.0,692.5760294304572
2934.022723109193,0.8289120868633755,0.7506849315068493,0.0,552.4898635120621
3021.0418516792706,0.714014530098151,0.7315068493150685,0.0,575.5169386495595
3022.4775819502493,0.7344994889322934,0.7315068493150685,0.0,575.340756928164
3045.050474020598,0.8703621129441615,0.7205479452054795,0.0,575.4028949539893
4463.659542390887,0.8815208087364519,0.46301369863013697,0.0,874.952944051493
4349.898791567366,0.8622484016469719,0.4904109589041096,0.0,849.5085128310816
3500.651778935701,0.8536706141358048,0.6602739726027398,0.0,664.5292878069106
3253.8519415717274,0.8597061266404834,0.6821917808219178,0.0,615.6793832422808
3108.7473114587337,0.8006918735238583,0.7123287671232876,0.0,588.0107740718066
3055.756978982373,0.8618232593630828,0.7205479452054795,0.0,574.80218239391
4389.985250830826,0.8621720210551528,0.4821917808219178,0.0,859.21482781641
2839.889136067611,0.804225558899382,0.7753424657534247,0.0,536.6271577990068
4032.569739988763,0.9058417747525317,0.5424657534246575,0.0,777.6782923690946
3068.2590865696707,0.8071164326927344,0.7205479452054795,0.0,579.4715092678093
3119.077085496856,0.798254100752817,0.7123287671232876,0.0,590.1136239038899
2660.2607143193804,0.78548836745356,0.8082191780821918,0.0,499.7350115586304
2713.8168595776265,0.8142028705189795,0.7945205479452055,0.0,509.70380415188936
4418.302011770883,0.86594475339902,0.4712328767123287,0.0,865.2310836110798
4464.447131039402,0.8964413221931782,0.4575342465753425,0.0,874.6830806387651
2659.1697715522027,0.7853320625836349,0.810958904109589,0.0,499.5536604896438
3203.331094628791,0.9008702069992847,0.6712328767123288,0.0,606.5020930177152
2643.1062496341647,0.8598409589686788,0.8027397260273973,0.0,492.63182797029833
3212.903072590653,0.8072605123334213,0.6931506849315068,0.0,608.9565625889519
2685.8165954272004,0.8506609911583369,0.7917808219178082,0.0,503.55094679256575
3786.354222621047,0.8726492969256413,0.6027397260273972,0.0,724.7130346223636
3946.778390322849,0.8512117229662245,0.5726027397260274,0.0,760.0161984511052
4091.6445715647524,0.9011066744735005,0.5315068493150685,0.0,791.2767986016034
4197.438297043083,0.9024973602360654,0.5123287671232877,0.0,814.6095778184452
4241.428955468753,0.9036079976877789,0.5013698630136987,0.0,824.9366199734875
2524.250437811522,0.8465038452587532,0.821917808219178,0.0,469.7159413982875
3279.812697948868,0.8563358360991604,0.6712328767123288,0.0,627.0993858201264
2894.1506958067266,0.9021732645912509,0.7315068493150685,0.0,539.9799853871453
2980.0030969345107,0.817170351419763,0.7424657534246575,0.0,563.9385151980091
4285.563212828927,0.8756356619719211,0.5013698630136987,0.0,835.2086689295658
2440.928513120992,0.9000911075004069,0.810958904109589,0.0,450.5950391840124
3682.170089052225,0.9040280288944943,0.6109589041095891,0.0,701.4436126631547
3529.001217872571,0.8526847388323713,0.6547945205479452,0.0,670.6421670281695
3005.6603288978094,0.8684571153733219,0.7315068493150685,0.0,564.8726514354591
4394.684786336238,0.9010158756126146,0.4712328767123287,0.0,858.9589697906694
3100.4160428915707,0.858068690302599,0.715068493150685,0.0,584.325846529754
4092.4444621364,0.8627802647238917,0.5424657534246575,0.0,792.3767559361715
3045.161107016309,0.7195685166780229,0.7232876712328767,0.0,579.5289471406754
2287.8608376423854,0.9014913096082839,0.8328767123287671,0.0,420.7125490683743
4143.4731367006825,0.8755404086670125,0.5315068493150685,0.0,802.8943832246999
3115.0376875246516,0.9033003798114468,0.6904109589041096,0.0,586.6281833371361
3143.925966281856,0.7870349670141896,0.7041095890410959,0.0,595.993017474235
2628.257175838151,0.9004937551549503,0.7808219178082192,0.0,488.45887772147876
2416.035957692103,0.8632454294464539,0.8328767123287671,0.0,447.36860055736065
4237.949774424203,0.8686079389894202,0.5123287671232877,0.0,824.7284648848699
4462.086498239875,0.8667594044942202,0.4602739726027397,0.0,875.0797133059466
2492.129603613585,0.9037370721575749,0.8027397260273973,0.0,460.4844310137027
4412.628196245377,0.9006550577828919,0.4657534246575342,0.0,862.8290534066801
3787.5832734353344,0.9035181208310835,0.5917808219178082,0.0,724.6598986906541
4463.52972871165,0.913666006978984,0.4547945205479452,0.0,874.3571111414684
3597.9167269285417,0.9015886914743638,0.6219178082191781,0.0,683.5653555699516
2834.050320425438,0.900198698228374,0.7424657534246575,0.0,530.9283258795147
4196.724626036334,0.8764767595273932,0.5205479452054795,0.0,814.7184271511708
3502.1544759461476,0.9001568774320193,0.6410958904109589,0.0,663.1198540102943
2672.7700885245363,0.9038713609337798,0.7726027397260273,0.0,497.0400919925497
2804.035348140399,0.7809260851311506,0.7835616438356164,0.0,528.0755632769252
2752.5552100672057,0.8545983430585933,0.7808219178082192,0.0,514.3890689711172
2759.210990987431,0.7832041864557023,0.7917808219178082,0.0,518.7626309994531
2840.6747053777412,0.7842720503043408,0.7726027397260273,0.0,535.1622970704808
4466.972568432785,0.9187936332556218,0.4438356164383561,0.0,875.071184096034
2641.8185374213467,0.8422814211802101,0.8027397260273973,0.0,493.537364079386
2500.952129606557,0.851414119762702,0.821917808219178,0.0,464.58387354792166
3721.0209897459845,0.9057571976578982,0.6027397260273972,0.0,710.2304570555278
3529.908349870134,0.8577270825462876,0.6520547945205479,0.0,670.1263686941752
3005.7933918228323,0.9027480973756142,0.7123287671232876,0.0,563.8770573378532
3072.531834607755,0.9003750800150099,0.7013698630136986,0.0,577.5488993676511
3847.1925835662105,0.9011382960642708,0.5808219178082192,0.0,737.031861267754
4040.0106373983176,0.8760555844449048,0.5506849315068494,0.0,780.6115878189996
3422.168099343329,0.9097888847785821,0.6520547945205479,0.0,646.1356557923796
3417.0769333964354,0.900026504146861,0.6602739726027398,0.0,644.9470627787732
3850.869286745167,0.86360869092415,0.5917808219178082,0.0,739.5624033356183
2840.5385081581417,0.9004577582392302,0.7424657534246575,0.0,529.9451698338438
2901.02025504769,0.8555429731296138,0.7506849315068493,0.0,545.4336190089308
3185.3878188538574,0.900521142377035,0.6821917808219178,0.0,598.6017196239347
2890.209238177988,0.9007001841607128,0.7315068493150685,0.0,540.264486680194
2948.470247586802,0.8593584866841291,0.7424657534246575,0.0,556.0272467303968
4175.933937270265,0.9024568346309775,0.5205479452054795,0.0,810.0148375677973
2556.6360865765105,0.7971433287470209,0.821917808219178,0.0,478.022343076087
