,nfe,improvements
0,100,24
1,200,28
2,300,32
3,400,40
4,500,47
5,600,55
6,700,68
7,800,79
8,900,85
9,1000,92
10,1100,97
11,1200,107
12,1300,118
13,1400,128
14,1500,144
15,1600,150
16,1700,162
17,1800,172
18,1900,181
19,2000,193
20,2100,204
21,2200,223
22,2300,237
23,2400,256
24,2500,276
25,2600,295
26,2700,311
27,2800,335
28,2900,367
29,3000,392
30,3100,414
31,3200,439
32,3300,464
33,3400,488
34,3500,511
35,3600,542
36,3700,575
37,3800,603
38,3900,625
39,4000,647
40,4100,666
41,4200,684
42,4300,700
43,4400,718
44,4500,734
45,4600,748
46,4700,761
47,4800,772
48,4900,783
49,5000,797
50,5100,806
51,5200,824
52,5300,834
53,5400,848
54,5500,858
55,5600,865
56,5700,874
57,5800,882
58,5900,891
59,6000,899
60,6100,908
61,6200,915
62,6300,920
63,6400,927
64,6500,933
65,6600,940
66,6700,950
67,6800,958
68,6900,963
69,7000,971
70,7100,975
71,7200,978
72,7300,982
73,7400,985
74,7500,991
75,7600,996
76,7700,999
77,7800,1002
78,7900,1010
79,8000,1017
80,8100,1022
81,8200,1025
82,8300,1033
83,8400,1038
84,8500,1044
85,8600,1049
86,8700,1054
87,8800,1063
88,8900,1069
89,9000,1072
90,9100,1080
91,9200,1088
92,9300,1100
93,9400,1106
94,9500,1110
95,9600,1118
96,9700,1125
97,9800,1137
98,9900,1146
99,10312,1158
100,10728,1172
101,11144,1193
102,11560,1228
103,11976,1266
104,12392,1300
105,12808,1328
106,13224,1359
107,13640,1387
108,14056,1420
109,14472,1462
110,14888,1498
111,15304,1532
112,15720,1572
113,16136,1605
114,16552,1633
115,16968,1662
116,17384,1703
117,17800,1735
118,18216,1768
119,18632,1803
120,19048,1837
121,19464,1873
122,19880,1908
123,20296,1948
124,20712,1980
125,21128,2011
126,21544,2042
127,21960,2074
128,22376,2115
129,22792,2150
130,23208,2192
131,23624,2221
132,24040,2248
133,24456,2268
134,24872,2293
135,25288,2330
136,25704,2367
137,26120,2406
138,26536,2447
139,26952,2481
140,27368,2517
141,27784,2559
142,28200,2600
143,28616,2648
144,29032,2693
145,29448,2742
146,29864,2788
147,30280,2827
148,30696,2862
149,31112,2911
150,31528,2940
151,31944,2980
152,32360,3022
153,32776,3066
154,33192,3106
155,33608,3143
156,34024,3183
157,34440,3221
158,34856,3259
159,35272,3296
160,35688,3332
161,36104,3358
162,36520,3389
163,36936,3428
164,37352,3460
165,37768,3485
166,38184,3516
167,38600,3557
168,39016,3591
169,39432,3627
170,39848,3667
171,40264,3699
172,40680,3734
173,41096,3766
174,41512,3793
175,41928,3834
176,42344,3864
177,42760,3888
178,43176,3923
179,43592,3949
180,44008,3982
181,44424,4015
182,44840,4040
183,45256,4063
184,45672,4097
185,46088,4130
186,46504,4147
187,46920,4170
188,47336,4187
189,47752,4215
190,48168,4251
191,48584,4270
192,49000,4293
193,49416,4323
194,49832,4349
195,50248,4371
