Ak,irri,env,fld_c,Kp,Name
1000,0,0,-1,180,Min
5100,1,1,0,1000,Max
4404.877183,0.321584513,0.635761589,0,869.6587884,Other solutions
4401.103565,0.433878573,0.635761589,0,867.8052706,Other solutions
4398.211992,0.463791781,0.635761589,0,866.8987564,Other solutions
4379.654481,0.12315677,0.642384106,0,866.1590934,Other solutions
4405.844914,0.462096071,0.635761589,0,866.140787,Other solutions
4378.800735,0.164316787,0.642384106,0,866.0700612,Other solutions
4381.317249,0.321577444,0.642384106,0,865.782797,Other solutions
4402.459151,0.533822454,0.635761589,0,865.7416149,Other solutions
4404.379003,0.567715067,0.635761589,0,865.2603599,Other solutions
4383.7443,0.390239417,0.642384106,0,865.0655184,Other solutions
4377.196975,0.448650636,0.642384106,0,863.4064723,Other solutions
4400.123666,0.631510416,0.635761589,0,863.1625583,Other solutions
4404.943414,0.655202481,0.635761589,0,862.8445849,Other solutions
4381.188531,0.467587333,0.642384106,0,862.7861853,Other solutions
4404.506688,0.722978022,0.635761589,0,862.1357149,Other solutions
4387.398623,0.560837635,0.642384106,0,861.9919023,Other solutions
4360.549353,0.079179659,0.655629139,0,861.9715165,Other solutions
4353.700001,0.101344491,0.655629139,0,860.4421259,Other solutions
4349.877604,0.197092495,0.655629139,0,860.2886255,Other solutions
4350.914117,0.238033411,0.655629139,0,859.5673749,Other solutions
4398.679875,0.791327517,0.635761589,0,859.5111874,Other solutions
4384.752163,0.688541481,0.642384106,0,858.5205116,Other solutions
4385.541088,0.657623986,0.642384106,0,858.1703903,Other solutions
4341.614357,0.372518883,0.662251656,0,857.9995297,Other solutions
4355.22758,0.461456957,0.655629139,0,857.8396061,Other solutions
4397.187248,0.812673418,0.635761589,0,857.69218,Other solutions
4384.663648,0.748759428,0.642384106,0,857.5945932,Other solutions
4354.258505,0.502630824,0.655629139,0,857.3096328,Other solutions
4390.110408,0.835769389,0.642384106,0,856.6109295,Other solutions
4342.910597,0.230295348,0.662251656,0,856.4099289,Other solutions
4356.073395,0.473227347,0.655629139,0,855.7148456,Other solutions
4340.573275,0.451680035,0.662251656,0,855.3468936,Other solutions
4357.267809,0.502575799,0.655629139,0,855.032882,Other solutions
4352.389666,0.604777068,0.655629139,0,853.6772004,Other solutions
4352.473335,0.673354257,0.655629139,0,853.0085414,Other solutions
4355.107251,0.718979319,0.655629139,0,852.7403397,Other solutions
4356.314656,0.692338712,0.655629139,0,852.4813388,Other solutions
4355.848465,0.724894083,0.655629139,0,851.9965955,Other solutions
4353.770434,0.762675669,0.655629139,0,851.4938505,Other solutions
4333.351487,0.543419449,0.662251656,0,851.1336326,Other solutions
4307.892116,0.263314766,0.675496689,0,850.9177226,Other solutions
4337.680356,0.589981222,0.662251656,0,850.8826646,Other solutions
4333.793175,0.638989664,0.662251656,0,849.5252411,Other solutions
4309.16319,0.423750375,0.675496689,0,849.5235611,Other solutions
4361.585885,0.865998545,0.649006623,0,848.8256762,Other solutions
4330.351427,0.670616134,0.662251656,0,848.3230663,Other solutions
4332.165625,0.684177082,0.662251656,0,847.9722807,Other solutions
4354.522851,0.864946763,0.655629139,0,847.784543,Other solutions
4330.005193,0.703144279,0.662251656,0,847.0536391,Other solutions
4280.597494,0.132243489,0.682119205,0,846.7278112,Other solutions
4332.445688,0.736837892,0.662251656,0,846.6829914,Other solutions
4334.855963,0.776976911,0.662251656,0,846.1723386,Other solutions
4281.911804,0.358907949,0.682119205,0,846.159459,Other solutions
4293.361272,0.459758242,0.675496689,0,845.873097,Other solutions
4339.907025,0.845644276,0.662251656,0,845.1585139,Other solutions
4303.782656,0.507861615,0.675496689,0,845.1000402,Other solutions
4289.630223,0.460577954,0.682119205,0,843.8093937,Other solutions
4292.227965,0.584334986,0.675496689,0,843.6123508,Other solutions
4288.098246,0.52505559,0.682119205,0,842.8326086,Other solutions
4296.8424,0.585128594,0.675496689,0,842.8176869,Other solutions
4320.892972,0.851890149,0.662251656,0,842.214087,Other solutions
4295.18979,0.629426781,0.675496689,0,842.0715221,Other solutions
4298.367754,0.666184588,0.675496689,0,841.3620707,Other solutions
4287.85712,0.596070613,0.682119205,0,841.0744069,Other solutions
4287.238104,0.632137758,0.682119205,0,840.5272324,Other solutions
4249.788828,0.093043924,0.695364238,0,840.1876734,Other solutions
4287.812624,0.653156842,0.682119205,0,840.1755198,Other solutions
4252.798214,0.156751847,0.695364238,0,839.7570312,Other solutions
4294.326953,0.719231304,0.675496689,0,839.5484665,Other solutions
4295.989258,0.727465496,0.675496689,0,839.2247894,Other solutions
4295.463057,0.755542371,0.675496689,0,839.0271816,Other solutions
4298.906937,0.777383456,0.675496689,0,838.9285479,Other solutions
4245.405639,0.209809593,0.695364238,0,838.5503558,Other solutions
4248.544925,0.207270792,0.695364238,0,838.3612723,Other solutions
4298.168436,0.859449033,0.675496689,0,837.5167593,Other solutions
4241.992727,0.250767373,0.695364238,0,837.3524534,Other solutions
4286.3031,0.753467437,0.682119205,0,837.1523324,Other solutions
4233.400184,0.133427551,0.701986755,0,836.7514919,Other solutions
4258.798027,0.426583664,0.695364238,0,836.6855594,Other solutions
4282.884209,0.803442993,0.682119205,0,836.257137,Other solutions
4243.986741,0.461716367,0.695364238,0,836.0511465,Other solutions
4284.751918,0.813925496,0.682119205,0,835.7406047,Other solutions
4234.207829,0.192154524,0.701986755,0,835.5879356,Other solutions
4251.512343,0.454996847,0.695364238,0,835.3541241,Other solutions
4285.485542,0.847178975,0.682119205,0,835.2794546,Other solutions
4229.086808,0.208220691,0.701986755,0,835.0008169,Other solutions
