Ak,irri,env,fld_c,Kp,Name
2754.877967,0.70299033,0.746974195,0,536.5972676,Other solutions
2752.181984,0.431799935,0.745604019,0,543.5033968,Other solutions
2747.826182,0.505029737,0.742863668,0,540.541904,Other solutions
2769.755205,0.026938831,0.737839689,0,557.636666,Other solutions
2733.419897,0.770288943,0.735556063,0,531.7724325,Other solutions
2765.836835,0.221237524,0.734870975,0,549.3829423,Other solutions
2751.775984,0.406863465,0.731902261,0,544.0789772,Other solutions
2767.051695,0.27134127,0.73098881,0,548.2249581,Other solutions
2759.658837,0.23851855,0.730760448,0,551.3398919,Other solutions
2735.914303,0.751937796,0.730532085,0,531.2795925,Other solutions
2761.378674,0.348917826,0.730532085,0,547.6008451,Other solutions
2758.605041,0.351162533,0.730303722,0,546.5908919,Other solutions
2766.3322,0.112130312,0.730303722,0,555.0222174,Other solutions
2764.842807,0.10232889,0.730303722,0,556.4512276,Other solutions
2758.722498,0.497877456,0.73007536,0,543.3607489,Other solutions
2761.756431,0.28502583,0.73007536,0,550.2148512,Other solutions
2756.817441,0.514052976,0.729161909,0,542.4646978,Other solutions
2767.909661,0.112197878,0.728248459,0,555.3319198,Other solutions
2770.903632,0.229695875,0.727563371,0,550.0688448,Other solutions
2760.330039,0.475723583,0.727335008,0,544.2671851,Other solutions
2767.093754,0.250541011,0.72664992,0,549.1064629,Other solutions
2770.929722,0.110677469,0.725508107,0,554.6398643,Other solutions
2757.168248,0.559743972,0.724823019,0,541.4699797,Other solutions
2767.487102,0.395886956,0.724594656,0,546.0790609,Other solutions
2767.662163,0.311926947,0.724366294,0,547.0322209,Other solutions
2757.057752,0.651080048,0.724137931,0,538.4607036,Other solutions
2763.012568,0.334393261,0.724137931,0,548.2726278,Other solutions
2755.982286,0.421308009,0.723909568,0,544.8813849,Other solutions
2760.365998,0.236362883,0.723452843,0,551.3743698,Other solutions
2769.936455,0.195583882,0.72322448,0,552.2007798,Other solutions
2769.149982,0.281088425,0.722996118,0,548.9352785,Other solutions
2759.021265,0.319870853,0.72231103,0,548.7612078,Other solutions
2758.623637,0.350189184,0.722082667,0,547.5551282,Other solutions
2770.919727,0.082745228,0.721854305,0,555.6323695,Other solutions
2765.373743,0.369556033,0.721625942,0,547.2239055,Other solutions
2738.759813,0.760757291,0.721397579,0,533.1805029,Other solutions
2741.00142,0.750379698,0.721397579,0,531.7280403,Other solutions
2766.599582,0.258052976,0.720712491,0,549.8375256,Other solutions
2757.967122,0.617906528,0.71888559,0,538.9344889,Other solutions
2760.603395,0.581704923,0.717515414,0,539.9195518,Other solutions
2771.415504,0.296886596,0.717287052,0,548.4146298,Other solutions
2765.46359,0.403710087,0.717058689,0,544.1095344,Other solutions
2766.280618,0.4386857,0.715688513,0,543.6505936,Other solutions
2773.173209,0.319797897,0.713861612,0,547.9730394,Other solutions
2772.637046,0.034796321,0.71363325,0,557.3911213,Other solutions
2763.95109,0.451381406,0.712263074,0,544.1589393,Other solutions
2768.040202,0.200744229,0.711349623,0,551.4707295,Other solutions
2766.023123,0.411065195,0.707239096,0,544.6042547,Other solutions
2760.556826,0.546905694,0.706554008,0,540.6396424,Other solutions
2708.301989,0.802446718,0.701301667,0,523.0718598,Other solutions
2710.374644,0.800099846,0.674354876,0,521.6586343,Other solutions
2716.305678,0.804938513,0.660196392,0,521.4742862,Other solutions
2720.916225,0.809529885,0.650833524,0,521.5189348,Other solutions
2723.351477,0.802844894,0.646266271,0,521.6410141,Other solutions
2728.432854,0.809121952,0.632564512,0,521.4347021,Other solutions
2737.966176,0.815469582,0.625713633,0,521.6278972,Other solutions
2731.989839,0.861886048,0.622973282,0,519.7190712,Other solutions
2742.872409,0.750855499,0.620689655,0,523.7542736,Other solutions
2763.996854,0.553996472,0.612240237,0,530.7482616,Other solutions
2765.307064,0.541995135,0.612240237,0,531.1436505,Other solutions
2743.470041,0.851944557,0.612011875,0,520.5416634,Other solutions
2744.643083,0.800083943,0.61155515,0,522.3085824,Other solutions
2757.514958,0.668669992,0.61155515,0,526.7458923,Other solutions
2770.358732,0.359292187,0.61155515,0,537.435889,Other solutions
2769.112475,0.355900558,0.611326787,0,537.5289148,Other solutions
2768.298855,0.456795117,0.611098424,0,534.0361473,Other solutions
2770.043972,0.420179002,0.611098424,0,535.433525,Other solutions
2768.69659,0.400810048,0.610870062,0,535.9016672,Other solutions
2762.250921,0.604402525,0.610641699,0,529.0771962,Other solutions
2746.935828,0.822688783,0.610413336,0,521.5257388,Other solutions
2748.23625,0.758281238,0.610413336,0,523.7902975,Other solutions
2764.755832,0.501882995,0.610413336,0,532.6392815,Other solutions
2765.27548,0.560112724,0.610184974,0,530.3787697,Other solutions
2753.591161,0.751931097,0.609043161,0,524.118233,Other solutions
2764.741814,0.665104732,0.60379082,0,527.0572958,Other solutions
2771.783287,0.354144247,0.60379082,0,537.6412781,Other solutions
2771.191809,0.452365306,0.603105732,0,534.306499,Other solutions
2746.709893,0.858959017,0.602877369,0,520.3548656,Other solutions
2745.344562,0.852241344,0.602877369,0,520.5868404,Other solutions
2765.670239,0.600998535,0.602649007,0,529.3034644,Other solutions
2769.763639,0.50385954,0.602649007,0,532.5390334,Other solutions
2749.926899,0.806257434,0.602420644,0,522.2727161,Other solutions
2758.945221,0.729908063,0.602420644,0,524.8765399,Other solutions
2767.200121,0.553066434,0.602420644,0,530.9109158,Other solutions
2770.704768,0.511440283,0.602420644,0,532.4607296,Other solutions
2772.752371,0.405154033,0.602420644,0,536.1045366,Other solutions
2773.099576,0.370445418,0.602420644,0,537.2693944,Other solutions
2773.87696,0.215932942,0.602420644,0,542.5926249,Other solutions
2774.124114,0.190926612,0.602420644,0,543.3745224,Other solutions
2774.505624,0.113443986,0.602420644,0,546.0819913,Other solutions
2773.780162,0.054555628,0.602420644,0,548.0728046,Other solutions
2757.201927,0.707212568,0.602192281,0,525.691951,Other solutions
2765.375878,0.550273197,0.602192281,0,531.042927,Other solutions
2773.631782,0.181687491,0.602192281,0,543.6923576,Other solutions
2774.003869,0.06933836,0.602192281,0,547.5730558,Other solutions
2773.556234,0.299965862,0.601278831,0,539.6044668,Other solutions
2757.753513,0.714014475,0.60036538,0,525.0938548,Other solutions
2749.506178,0.859369039,0.598310116,0,520.1312734,Other solutions
2746.834362,0.853721612,0.596483215,0,520.5090284,Other solutions
2754.122576,0.80675671,0.59602649,0,522.189579,Other solutions
2754.671368,0.762791931,0.59602649,0,523.7274176,Other solutions
2760.654274,0.701928837,0.59602649,0,525.7947461,Other solutions
2761.967072,0.650825517,0.59602649,0,527.619548,Other solutions
2766.240737,0.61539055,0.59602649,0,528.8032131,Other solutions
2767.560282,0.56872799,0.59602649,0,530.3862787,Other solutions
2765.873991,0.550353532,0.59602649,0,531.0644306,Other solutions
2770.377613,0.501254053,0.59602649,0,532.7458388,Other solutions
2771.809972,0.461359239,0.59602649,0,533.974574,Other solutions
2773.277865,0.357945224,0.59602649,0,537.6204465,Other solutions
2773.812086,0.300294908,0.59602649,0,539.6154237,Other solutions
2774.002881,0.278858729,0.59602649,0,540.3045146,Other solutions
2773.74173,0.25070903,0.59602649,0,541.3185508,Other solutions
2774.245877,0.221114551,0.59602649,0,542.3627005,Other solutions
2774.008714,0.154526071,0.59602649,0,544.6756369,Other solutions
