hydropower,irrigation,environment,floodcontrol
4510.143504495255,0.8255443125659171,0.6547945205479452,0.0
4002.306075728591,0.9004325533892694,0.7506849315068493,0.0
3567.2044421768796,0.8490671043793455,0.8520547945205479,0.0
4508.775914255209,0.9027486764524049,0.6383561643835616,0.0
4508.623403113788,0.8584881869630887,0.6630136986301369,0.0
3391.79708733992,0.7562192694605812,0.8904109589041096,0.0
2898.7252933333007,0.9030036683615862,0.9698630136986301,0.0
3147.4225883693316,0.8541339779583932,0.9342465753424658,0.0
4190.817605829769,0.9176312268792487,0.7123287671232876,0.0
2891.8583126524477,0.906438879972945,0.9726027397260274,0.0
2759.645502756839,0.9178512376902174,0.9863013698630136,0.0
4284.831806776622,0.9086821145299776,0.6904109589041096,0.0
3187.153791680219,0.7589739661131997,0.9424657534246575,0.0
3869.7072003010626,0.9190403372270842,0.7835616438356164,0.0
4510.222169164768,0.8585936541119311,0.6438356164383562,0.0
4486.446519797555,0.9001397550205685,0.6520547945205479,0.0
3075.5359476229096,0.8654034474257869,0.9452054794520548,0.0
3009.947754444006,0.9098437620675494,0.9452054794520548,0.0
3200.1588166095107,0.9135261510408971,0.915068493150685,0.0
3712.667017354149,0.8788934074525638,0.8301369863013699,0.0
3996.2898328511064,0.8581894892533358,0.7616438356164383,0.0
4512.0203345544505,0.5581381256819141,0.6301369863013699,0.0
3787.8292949384404,0.874766109877366,0.810958904109589,0.0
3849.204972680135,0.8711973163883829,0.7917808219178082,0.0
3517.000110315988,0.8717605765535379,0.863013698630137,0.0
3063.3683998872666,0.8131937112760849,0.9616438356164384,0.0
3301.4981884322287,0.8874858790762727,0.9013698630136986,0.0
3373.917809187009,0.8643874723580148,0.8904109589041096,0.0
3130.2367142340518,0.7610645182163566,0.9616438356164384,0.0
2823.937930892354,0.8576880268687048,0.9917808219178083,0.0
2730.4759147919117,0.9147797120802126,0.9917808219178083,0.0
3943.3370624447525,0.8516132673123903,0.7753424657534247,0.0
2945.3905517151165,0.850370076347776,0.9726027397260274,0.0
3219.438111893289,0.7810523556437394,0.9315068493150684,0.0
3265.0486996055797,0.8581718250005075,0.9123287671232877,0.0
3027.3558132412263,0.767105760296757,0.9808219178082191,0.0
3494.6735016204548,0.9069824646280807,0.8575342465753425,0.0
4509.921052118289,0.8094294846879864,0.6602739726027398,0.0
3745.6044897720394,0.8754491199625354,0.821917808219178,0.0
2996.6093958162733,0.8063624290075012,0.9808219178082191,0.0
2902.8827926365543,0.807609939615112,0.9917808219178083,0.0
3211.7359647585354,0.8593225006244519,0.9205479452054794,0.0
3440.5138749046396,0.9022285651799253,0.873972602739726,0.0
3144.8793553899295,0.8087534263970656,0.9424657534246575,0.0
3459.7622948491908,0.6881713398513031,0.8712328767123287,0.0
3625.665583758617,0.8534035604760403,0.8410958904109589,0.0
3072.848151196248,0.7669101987208756,0.9726027397260274,0.0
3283.1142543730066,0.7618857264908541,0.9205479452054794,0.0
3771.9840873445132,0.9181058785780365,0.8082191780821918,0.0
4505.955953359738,0.9020761914902309,0.6410958904109589,0.0
3363.604274838089,0.903680544306072,0.8821917808219178,0.0
2964.6710957448167,0.7659633463439803,0.9945205479452055,0.0
3098.8851355029165,0.8224230898571695,0.9506849315068493,0.0
3275.1487150920657,0.8402982810575714,0.9123287671232877,0.0
4510.506265356015,0.9149583230900309,0.6109589041095891,0.0
3077.1880924433226,0.7405658036084556,0.9726027397260274,0.0
4158.242362842647,0.9151011752892547,0.7205479452054795,0.0
3685.7020677573405,0.9008879667675851,0.8328767123287671,0.0
4061.2091866295723,0.895159394355114,0.7424657534246575,0.0
3436.9882611144853,0.8601940083456407,0.8821917808219178,0.0
3260.95749197813,0.9101218452486822,0.9013698630136986,0.0
3963.5632019373024,0.9107334963751472,0.7671232876712328,0.0
4232.168910099149,0.8924648379513699,0.7013698630136986,0.0
2930.5241530237354,0.9157140834328968,0.9534246575342465,0.0
3024.6425432826068,0.8014636628204127,0.9726027397260274,0.0
