,,0,1,2,3
100,0,3442.1660377323974,0.04007881922738613,0.576158940397351,0.0
100,1,962.0058467681491,0.010298635113963736,1.0,0.0
100,2,1181.5763776946112,0.1156107545713157,0.9139072847682119,0.0
100,3,4510.888318320889,0.24065964641071805,0.4370860927152318,0.0
100,4,2974.783939267605,0.12165726300655368,0.847682119205298,0.0
100,5,4511.664804850265,0.17878983143630417,0.509933774834437,0.0
100,6,3196.480563766254,0.03419004363678642,0.6688741721854304,0.0
100,7,2581.394887952665,0.05629196771697812,0.9139072847682119,0.0
200,0,1181.5763776946112,0.1156107545713157,0.9139072847682119,0.0
200,1,2974.783939267605,0.12165726300655368,0.847682119205298,0.0
200,2,3196.480563766254,0.03419004363678642,0.6688741721854304,0.0
200,3,4507.924058557362,0.18199330718639695,0.5496688741721854,0.0
200,4,2810.6427081309066,0.024922603817361125,1.0,0.0
200,5,4511.664804850265,0.26268696089603766,0.509933774834437,0.0
200,6,3040.862914894815,0.10613501436566229,0.7284768211920529,0.0
200,7,4237.598153021868,0.01671749508806301,0.5960264900662251,0.0
200,8,3179.5030843715053,0.043278481810530046,0.7483443708609272,0.0
