,,0,1,2,3
100,0,3099.768548996094,0.0868676599626508,0.1854304635761589,0.0
100,1,1549.2329898650203,0.01571726741663528,1.0,0.0
100,2,2725.7668170912957,0.0681577772038099,0.5960264900662251,0.0
100,3,2837.7354012341148,0.14164832376210476,0.33112582781456956,0.0
100,4,2744.3342143900336,0.12582472281950255,0.5695364238410596,0.0
100,5,4511.664094432875,0.11364287260022168,0.16556291390728473,0.0
100,6,4511.359557437758,0.27375146219147445,0.16556291390728473,0.0
200,0,3099.768548996094,0.0868676599626508,0.1854304635761589,0.0
200,1,1549.2329898650203,0.01571726741663528,1.0,0.0
200,2,2725.7668170912957,0.0681577772038099,0.5960264900662251,0.0
200,3,4511.664094432875,0.11364287260022168,0.16556291390728473,0.0
200,4,4511.116120851626,0.1385258697831664,0.17218543046357615,0.0
200,5,4481.278074522066,0.16407250197239945,0.17218543046357615,0.0
200,6,4511.359557437758,0.27857543915426025,0.16556291390728473,0.0
200,7,3030.7915084074407,0.07525993149153634,0.5629139072847682,0.0
200,8,2928.5354388435317,0.14841534762980924,0.5629139072847682,0.0
300,0,1549.2329898650203,0.01571726741663528,1.0,0.0
300,1,4511.664094432875,0.11364287260022168,0.16556291390728473,0.0
300,2,4511.116120851626,0.1385258697831664,0.17218543046357615,0.0
300,3,4511.359557437758,0.3551830118409923,0.16556291390728473,0.0
300,4,4510.9332998825685,0.29155970779826834,0.17218543046357615,0.0
300,5,1984.5221491913142,0.014644618637412501,0.9470198675496688,0.0
300,6,4511.738343878859,0.06819518472325817,0.17218543046357615,0.0
300,7,2525.57551851834,0.02450194567470149,0.9271523178807947,0.0
300,8,4508.203268498546,0.23918978006383576,0.5960264900662251,0.0
300,9,4512.002781784705,0.05036918458881935,0.1589403973509934,0.0
300,10,3153.090459134215,0.03211782337994379,0.7615894039735099,0.0
300,11,4509.123031798058,0.24867159657165744,0.21192052980132448,0.0
400,0,1549.2329898650203,0.01571726741663528,1.0,0.0
400,1,4510.9332998825685,0.29155970779826834,0.17218543046357615,0.0
400,2,2525.57551851834,0.02450194567470149,0.9271523178807947,0.0
400,3,4508.203268498546,0.23918978006383576,0.5960264900662251,0.0
400,4,4512.002781784705,0.05036918458881935,0.1589403973509934,0.0
400,5,3153.090459134215,0.03211782337994379,0.7615894039735099,0.0
400,6,4509.123031798058,0.24867159657165744,0.21192052980132448,0.0
400,7,4511.467439565146,0.1868455937417456,0.17218543046357615,0.0
400,8,4511.359557437758,0.4233530230741985,0.16556291390728473,0.0
400,9,2155.8855672891386,0.0760655590824244,0.8013245033112583,0.0
400,10,2046.4721625485704,0.02197350740782796,0.9470198675496688,0.0
400,11,4511.618108747488,0.149832333150944,0.17218543046357615,0.0
500,0,4510.9332998825685,0.29155970779826834,0.17218543046357615,0.0
500,1,2525.57551851834,0.02450194567470149,0.9271523178807947,0.0
500,2,4512.002781784705,0.05036918458881935,0.1589403973509934,0.0
500,3,3153.090459134215,0.03211782337994379,0.7615894039735099,0.0
500,4,2155.8855672891386,0.0760655590824244,0.8013245033112583,0.0
500,5,2046.4721625485704,0.02197350740782796,0.9470198675496688,0.0
500,6,932.0225710596029,0.26730230357357143,0.576158940397351,0.0
500,7,663.5678057103139,0.050070354879914104,1.0,0.0
500,8,1638.6247914981732,0.01634264145902304,1.0,0.0
500,9,4511.823268554957,0.1518212591290149,0.17218543046357615,0.0
500,10,4511.359557437758,0.4698218452666266,0.16556291390728473,0.0
500,11,2358.4119219296736,0.07357732447526269,0.6754966887417219,0.0
500,12,4509.253143474331,0.24395816665068593,0.5960264900662251,0.0
600,0,4510.9332998825685,0.29155970779826834,0.17218543046357615,0.0
600,1,2525.57551851834,0.02450194567470149,0.9271523178807947,0.0
600,2,4512.002781784705,0.05036918458881935,0.1589403973509934,0.0
600,3,2155.8855672891386,0.0760655590824244,0.8013245033112583,0.0
600,4,4511.823268554957,0.1518212591290149,0.17218543046357615,0.0
600,5,4511.359557437758,0.4698218452666266,0.16556291390728473,0.0
600,6,4509.253143474331,0.24395816665068593,0.5960264900662251,0.0
600,7,3160.5002803503476,0.05548033110245839,0.7615894039735099,0.0
600,8,3090.37157020558,0.02506146683212304,0.8543046357615894,0.0
600,9,2186.0451123718867,0.03833935073008765,1.0,0.0
600,10,1015.0855191666175,0.2879902759061958,0.5894039735099338,0.0
600,11,664.6016401179866,0.054795742891115704,1.0,0.0
600,12,4511.149174951504,0.1613946093096675,0.1854304635761589,0.0
700,0,4510.9332998825685,0.29155970779826834,0.17218543046357615,0.0
700,1,4512.002781784705,0.05036918458881935,0.1589403973509934,0.0
700,2,4511.823268554957,0.1518212591290149,0.17218543046357615,0.0
700,3,4511.359557437758,0.4698218452666266,0.16556291390728473,0.0
700,4,4509.253143474331,0.24395816665068593,0.5960264900662251,0.0
700,5,3160.5002803503476,0.05548033110245839,0.7615894039735099,0.0
700,6,3090.37157020558,0.02506146683212304,0.8543046357615894,0.0
700,7,2186.0451123718867,0.03833935073008765,1.0,0.0
700,8,1015.0855191666175,0.2879902759061958,0.5894039735099338,0.0
700,9,4511.149174951504,0.1613946093096675,0.1854304635761589,0.0
700,10,4510.189036265281,0.0505258570851565,0.2450331125827815,0.0
700,11,895.9184658389044,0.2473498443685299,0.9271523178807947,0.0
700,12,3048.663803387871,0.11164895054859501,0.9403973509933775,0.0
700,13,3250.7337830334695,0.04795545352825486,0.7086092715231789,0.0
700,14,4509.872680637771,0.18270398018842587,0.5960264900662251,0.0
700,15,3193.945142488461,0.03792396061051307,0.7417218543046358,0.0
700,16,823.5900437907449,0.08854651278892577,1.0,0.0
700,17,4511.686667787686,0.30236195781749686,0.16556291390728473,0.0
800,0,4510.9332998825685,0.29155970779826834,0.17218543046357615,0.0
800,1,4512.002781784705,0.05036918458881935,0.1589403973509934,0.0
800,2,4511.823268554957,0.1518212591290149,0.17218543046357615,0.0
800,3,4511.359557437758,0.4698218452666266,0.16556291390728473,0.0
800,4,4509.253143474331,0.24395816665068593,0.5960264900662251,0.0
800,5,2186.0451123718867,0.03833935073008765,1.0,0.0
800,6,4511.149174951504,0.1613946093096675,0.1854304635761589,0.0
800,7,4510.189036265281,0.0505258570851565,0.2450331125827815,0.0
800,8,3048.663803387871,0.11164895054859501,0.9403973509933775,0.0
800,9,4509.872680637771,0.18270398018842587,0.5960264900662251,0.0
800,10,823.5900437907449,0.08854651278892577,1.0,0.0
800,11,4511.686667787686,0.30236195781749686,0.16556291390728473,0.0
800,12,1202.764290756676,0.3081392382672361,0.5629139072847682,0.0
800,13,2679.9123247744924,0.028646060806905887,0.9668874172185431,0.0
800,14,663.7353085542262,0.13409305406849767,1.0,0.0
800,15,3445.6674941731276,0.1884826458402258,0.7615894039735099,0.0
800,16,3090.37157020558,0.041019731222520776,0.8543046357615894,0.0
800,17,3035.44649986045,0.2514560892057068,0.9337748344370861,0.0
900,0,4512.002781784705,0.05036918458881935,0.1589403973509934,0.0
900,1,4511.359557437758,0.4698218452666266,0.16556291390728473,0.0
900,2,4509.253143474331,0.24395816665068593,0.5960264900662251,0.0
900,3,2186.0451123718867,0.03833935073008765,1.0,0.0
900,4,4511.149174951504,0.1613946093096675,0.1854304635761589,0.0
900,5,4510.189036265281,0.0505258570851565,0.2450331125827815,0.0
900,6,4509.872680637771,0.18270398018842587,0.5960264900662251,0.0
900,7,823.5900437907449,0.08854651278892577,1.0,0.0
900,8,4511.686667787686,0.30236195781749686,0.16556291390728473,0.0
900,9,1202.764290756676,0.3081392382672361,0.5629139072847682,0.0
900,10,3445.6674941731276,0.1884826458402258,0.7615894039735099,0.0
900,11,3035.44649986045,0.2514560892057068,0.9337748344370861,0.0
900,12,3048.770016827492,0.11165044220495929,0.9403973509933775,0.0
