,,0,1,2,3
100,0,10025168.786784636,0.008984384694058664,1.0,1.0
100,1,0.0,0.3211142889051375,0.0,1.0
100,2,8951818.421690457,0.01386145138767475,0.9006622516556292,1.0
100,3,0.0,0.24893254736698736,0.4039735099337748,1.0
200,0,0.0,0.24893254736698736,0.4039735099337748,1.0
200,1,0.0,0.1552487706946179,0.5960264900662251,1.0
200,2,1244349.8483065933,0.02739532341897888,1.0,1.0
200,3,0.0,0.3879651913066227,0.0,1.0
300,0,0.0,0.24893254736698736,0.4039735099337748,1.0
300,1,0.0,0.1552487706946179,0.5960264900662251,1.0
300,2,249561.66172495444,0.022313000784439672,0.9801324503311258,1.0
300,3,0.0,0.2801938387952341,0.152317880794702,1.0
300,4,13489081.743307827,0.34502980825321894,0.9801324503311258,1.0
300,5,0.0,0.6315240000230774,0.0,1.0
400,0,0.0,0.24893254736698736,0.4039735099337748,1.0
400,1,249561.66172495444,0.022313000784439672,0.9801324503311258,1.0
400,2,0.0,0.644058903381501,0.0,1.0
400,3,0.0,0.1552806381414395,0.5960264900662251,1.0
400,4,0.0,0.26563218627825286,0.2185430463576159,1.0
400,5,5080423.531342866,0.2872516232006779,0.4039735099337748,1.0
400,6,13489081.743307827,0.34843440559656924,0.9801324503311258,1.0
400,7,8664958.2135535,0.06766534532225368,1.0,1.0
500,0,0.0,0.24893254736698736,0.4039735099337748,1.0
500,1,249561.66172495444,0.022313000784439672,0.9801324503311258,1.0
500,2,0.0,0.1552806381414395,0.5960264900662251,1.0
500,3,13489081.743307827,0.34843440559656924,0.9801324503311258,1.0
500,4,8664958.2135535,0.06766534532225368,1.0,1.0
500,5,0.0,0.276391344811017,0.22516556291390732,1.0
500,6,32990.0919204047,0.03360007513821837,0.8741721854304636,1.0
500,7,0.0,0.7318467780137863,0.0,1.0
500,8,8684.311244114306,0.38958022268794,0.4039735099337748,1.0
600,0,249561.66172495444,0.022313000784439672,0.9801324503311258,1.0
600,1,8664958.2135535,0.06766534532225368,1.0,1.0
600,2,0.0,0.15728209748701535,0.5960264900662251,1.0
600,3,0.0,0.7326547318170352,0.0,1.0
600,4,0.0,0.3717606037195875,0.4039735099337748,1.0
600,5,13489081.743307827,0.37185121978216684,0.9801324503311258,1.0
600,6,12959435.802492274,0.11203639771478276,1.0,1.0
600,7,7438671.611191648,0.07337782690960166,0.9403973509933775,1.0
600,8,39554.287040378505,0.025833270416580074,0.9337748344370861,1.0
600,9,32990.0919204047,0.03393544943357543,0.8741721854304636,1.0
700,0,0.0,0.7326547318170352,0.0,1.0
700,1,0.0,0.3717606037195875,0.4039735099337748,1.0
700,2,39554.287040378505,0.025833270416580074,0.9337748344370861,1.0
700,3,32990.0919204047,0.03393544943357543,0.8741721854304636,1.0
700,4,0.0,0.19605226431722905,0.5960264900662251,1.0
700,5,13489081.743307827,0.3766846790007346,0.9801324503311258,1.0
700,6,7487387.76300495,0.7920654358520738,0.9006622516556292,1.0
700,7,249357.1324480097,0.02232786236864823,0.9801324503311258,1.0
700,8,1928415.0301930537,0.12074908004340305,1.0,1.0
800,0,0.0,0.3717606037195875,0.4039735099337748,1.0
800,1,13489081.743307827,0.3766846790007346,0.9801324503311258,1.0
800,2,7487387.76300495,0.7920654358520738,0.9006622516556292,1.0
800,3,6027.1789730843275,0.04533206489256502,0.9205298013245033,1.0
800,4,916810.8649466246,0.089836904335523,1.0,1.0
800,5,1089635.6319250532,0.13815045361588432,1.0,1.0
800,6,1365.0318032449964,0.0616416275681833,0.6225165562913908,1.0
800,7,0.0,0.733250409459035,0.0,1.0
800,8,0.0,0.41365764421707635,0.20529801324503316,1.0
800,9,0.0,0.19987078654458731,0.5960264900662251,1.0
800,10,104431.5544566178,0.02404791525283911,0.9536423841059603,1.0
900,0,0.0,0.3717606037195875,0.4039735099337748,1.0
900,1,7487387.76300495,0.7920654358520738,0.9006622516556292,1.0
900,2,6027.1789730843275,0.04533206489256502,0.9205298013245033,1.0
900,3,1089635.6319250532,0.13815045361588432,1.0,1.0
900,4,0.0,0.19987078654458731,0.5960264900662251,1.0
900,5,104431.5544566178,0.02404791525283911,0.9536423841059603,1.0
900,6,0.0,0.04866094781232374,0.8675496688741722,1.0
900,7,0.0,0.1292833077434203,0.7086092715231789,1.0
900,8,0.0,0.7635916723181472,0.0,1.0
900,9,0.0,0.43906567498066706,0.22516556291390732,1.0
900,10,13378692.496816223,0.38298321464663,0.9867549668874173,1.0
900,11,903984.7384388311,0.09041123762904026,1.0,1.0
1000,0,7487387.76300495,0.7920654358520738,0.9006622516556292,1.0
1000,1,104431.5544566178,0.02404791525283911,0.9536423841059603,1.0
1000,2,0.0,0.1292833077434203,0.7086092715231789,1.0
1000,3,0.0,0.7635916723181472,0.0,1.0
1000,4,13378692.496816223,0.38298321464663,0.9867549668874173,1.0
1000,5,95961.79603775572,0.12883214233011603,0.9470198675496688,1.0
1000,6,197870.3188065394,0.10210430776271845,0.9668874172185431,1.0
1000,7,353440.5671764004,0.16523155690430008,0.7019867549668874,1.0
1000,8,0.0,0.3735750199198044,0.4039735099337748,1.0
1000,9,0.0,0.04494377189660632,0.8874172185430463,1.0
1000,10,5651.657108930722,0.0403799286759149,0.9139072847682119,1.0
1000,11,0.0,0.4198993631373378,0.304635761589404,1.0
1000,12,0.0,0.20519319772297012,0.5960264900662251,1.0
1100,0,7487387.76300495,0.7920654358520738,0.9006622516556292,1.0
1100,1,104431.5544566178,0.02404791525283911,0.9536423841059603,1.0
1100,2,0.0,0.7635916723181472,0.0,1.0
1100,3,95961.79603775572,0.12883214233011603,0.9470198675496688,1.0
1100,4,197870.3188065394,0.10210430776271845,0.9668874172185431,1.0
1100,5,0.0,0.04494377189660632,0.8874172185430463,1.0
1100,6,0.0,0.20519319772297012,0.5960264900662251,1.0
1100,7,11847766.684879452,0.3000781191254357,1.0,1.0
1100,8,7427871.070519275,0.7706801528544498,0.8609271523178808,1.0
1100,9,0.0,0.40286421408860795,0.4039735099337748,1.0
1100,10,90488.56132821621,0.1767692336373529,0.8278145695364238,1.0
1100,11,485829.0730580486,0.15898683760532242,0.9602649006622517,1.0
