hydropower,irrigation,environment,floodcontrol
4512.045271252733,0.5559492804209644,0.16556291390728473,0.0
3908.1260575034185,0.9202873590496623,0.7549668874172185,0.0
3386.40581597106,0.9184253131984608,0.9536423841059603,0.0
3960.9037189856554,0.9203212909884076,0.7350993377483444,0.0
3527.1293127128,0.9212832377001487,0.9006622516556292,0.0
3750.7520381791546,0.9158150712124867,0.814569536423841,0.0
4511.827626176473,0.9187764113355762,0.5960264900662251,0.0
4098.5636677888615,0.9209259938711052,0.6821192052980132,0.0
3839.2235846961776,0.9184320802482802,0.7814569536423841,0.0
3912.015532484351,0.8218780514222123,0.7549668874172185,0.0
3422.48521675241,0.9097783104711196,0.9403973509933775,0.0
3785.0764658397047,0.9189980966198031,0.8013245033112583,0.0
3542.6468123151653,0.9219240257421274,0.8940397350993378,0.0
3993.017395407737,0.9220893426617033,0.7218543046357616,0.0
3595.1426472025328,0.9200938007417604,0.8741721854304636,0.0
3684.8968763844114,0.8664876094254351,0.8410596026490066,0.0
4166.70152166607,0.9187741704964901,0.6556291390728477,0.0
3648.6941446266655,0.9204478114058344,0.8543046357615894,0.0
3697.3628029764805,0.9201867968663906,0.8344370860927153,0.0
3280.274918573259,0.9054002544508605,0.9933774834437086,0.0
4200.504380126707,0.9217775925088246,0.6423841059602649,0.0
3945.4089444500482,0.9000417548399526,0.7417218543046358,0.0
3683.2427586565095,0.9154100355552842,0.8410596026490066,0.0
4048.835926393338,0.9042935214487363,0.7019867549668874,0.0
3856.622739966462,0.9205307040973528,0.7748344370860927,0.0
3333.512061565099,0.9199646637552,0.9735099337748344,0.0
4011.3624808308796,0.9165411817343192,0.7152317880794702,0.0
3473.3976143346845,0.9195906582427452,0.9205298013245033,0.0
3893.3824609047247,0.913546291673123,0.7615894039735099,0.0
4113.475735114989,0.9159056386633858,0.6754966887417219,0.0
4150.443386354107,0.9210531600899141,0.6622516556291391,0.0
4245.9563918144595,0.9119439998125826,0.6225165562913908,0.0
3787.1986425731693,0.8577878489169499,0.8013245033112583,0.0
3627.689624393558,0.9217725606923975,0.8609271523178808,0.0
4217.628513184201,0.9214681649115747,0.6357615894039735,0.0
3579.3827332431447,0.919463699612321,0.880794701986755,0.0
3492.359534528263,0.9211342038674021,0.9139072847682119,0.0
3803.074180798351,0.9196058997592699,0.794701986754967,0.0
4263.608598898695,0.9210384876757094,0.6158940397350994,0.0
3439.491111067251,0.921536911136428,0.9337748344370861,0.0
3736.177783028368,0.9209299615523862,0.8211920529801324,0.0
4292.574714878817,0.9178839476677356,0.6026490066225165,0.0
4064.773791045136,0.9201755803931608,0.695364238410596,0.0
3314.8784681056436,0.9180188859023388,0.9801324503311258,0.0
3368.34500353464,0.902426629216261,0.9602649006622517,0.0
